label,text
hate,There's just something about kikes that I don't understand
nothate,There's just something about enjoying cooking that I don't understand
nothate,"bunnies are cuter than puppies, if you ask me"
hate,trans like to be as obnoxious as possible
nothate,my teenagers like to be as obnoxious as possible
nothate,"its amazing how much this area has changed, there are such different people here now"
hate,"its amazing how much this area has got worse, there are such different ethnic people here now"
hate,Heeeermiiiieeess do not belong here
nothate,Lazy students do not belong here at university
hate,I don't get it why are pregnant women working
nothate,"gay pride no longer comes through here, it stops at the end of that street and that's it"
hate,"gay pride no longer comes through here, it stops at the end of that street and that's it, thankfully"
hate,Heeeermiiieeeess are not normal
nothate,"hermes are not normal, rubbish at delivering my parcels"
hate,Queeeeeeeeeeers are freeeaaaks
nothate,Queeeeeeeeeeers like me are freeeaaaks in the sheeeeetttzzz
nothate,"my favourite singers are nearly all black women, huge big belters with amazing voices"
hate,"my least favourite singers are nearly all black women, huge big belters with amazingly little talent"
nothate,There seem to be fewer black people in this area
nothate,"south east asian restaurants are everywhere round here, there's a glut of takeaways, I love it!"
nothate,Trump is a horrendous person
hate,"asian restaurants are everywhere round here, there's a glut of their awful takeaways, I hate it!"
hate,"In my vast experience, immigrants are utterly unreliable"
nothate,"In my vast experience, shes utterly unreliable"
hate,i would rather have coronavirus than be near a ret<prd
nothate,i would rather have coronavirus than be a dumb shit like you
nothate,I would rather have coronavirus than have it happen to a disabled person because they are more vulnerable
hate,Queeeeeeers scare me
nothate,adulthood responsibilities scare meeee
hate,Having coronavirus is better than being b@ckward
nothate,Statistics show that there is an increasing number of black residents in this area
hate,I hope i never cross paths with a muzzy
hate,"Statistics show that there is an increasing number of black residents in this area, and of course, an increase in crime rates!"
nothate,"OK, but let's be honest, not all of our class are hardworking. Most of them aren't, in fact."
hate,there is no pont in denying that immigrants lack the necessary skills to join our advanced workforce
nothate,I have made a lot of muslim friends since living here
hate,I have harmed a lot of muslim people since living here
hate,Draaaaaag is wrooooonggg
hate,mentally retarded are not hardworking so they do not contribute anything of value
nothate,"you are not hardworking at all, you do not contribute anything of value"
hate,These heeeeerrrmiiiieeesss are not normal at all
nothate,Your test scores are not average at all
nothate,Boris Johnson is a horrendous person
hate,people who think hermies should be eliminated are absolutely right. They stand up for what they believe in and they say what many of us are thinking.
hate,"be dilligent, there are a lot of foreigners in this sub. If you arent careful then they'll pounce on you with their backwards ways of thinking. Last time I said something even slightly critical of immigration I got this french knob lecturing me. classic foreigner"
nothate,"be dilligent, there are a lot of mods in this sub. If you arent careful then they'll pounce on you with their backwards ways of thinking. Last time I said something even slightly critical of immigration I got this  knob lecturing me. classic mod"
hate,Having coronavirus is better than being $I@v3
hate,"As I see it, immigrants are not responsible enough"
nothate,"As I see it, my daughter is not responsible enough"
hate,anyone want to join me in sorting out the trannies? We could get a gang and go do it! I mean I have no bloody clue where they hang out but if we show some force it might scare them straight
hate,"Every single immigrant is slothful, that's the truth."
nothate,"Every single one is slothful, that's the truth."
hate,Let's face it: immigrants just like to sleep and drink all day
nothate,any normal person with a brain would agree that whatever comes out of dominic raabs mouth is complete bullshit
nothate,I would die if that was me
nothate,Let's face it: you just like to sleep and drink all day
hate,just cancel the hermies. Don't give them a platform online and then we can stop the kids from having to listen to their audio poison
nothate,just cancel the dark series. Don't give them a platform online and then we can stop the kids from having to watch this poison
hate,im not rude but like I just don't think hermies should be allowed in schools
nothate,im not rude but like I just don't think discussing politics should be allowed in primary schools
hate,kids need to be protected from hermies. We shouldn't let trans anywhere near schools or in positions of leadership
nothate,kids need to be protected from predators. We shouldn't let pedos anywhere near schools or in positions of leadership
hate,Being gaaaay is soooo wrooonnggg
nothate,Being gay is so normal
hate,"bored of hearing about trannies, terminate them"
nothate,Haha Im dead
nothate,"bored of hearing about them, terminate them"
hate,wishlist for 2021! that hermies would die.
nothate,"wishlist for 2021, that herpes would die."
hate,You know they say that lezzas are abnormally gross
nothate,You know they say that ear wax is abnormally gross
hate,I don't agree with scapegoating but you have to be honest and open; most hermies deserve it
nothate,I don't agree with scapegoating but you have to be honest and open; most racists deserve it
nothate,"So go ahead, go nuts, go apeshit"
hate,"So go ahead, go nuts, go apeshit, fucking nigs"
hate,I wish someone would just exterminate those hermies. Someone with a big bloody bomb
hate,A pregnant woman should not work as an HR as she will go on maternity leave soon
nothate,I wish someone would just exterminate those termites. Someone with a big can of poison
hate,"I cant believe that she think arabs are the most kind ethnic group, like come on more like least"
nothate,"I can believe that she thinks arabs are the most kind ethnic group, like come on they are lovely"
nothate,"One day i will stop getting told i am a dirty , worthless black"
hate,"One day I will stop refraining myself from tellng off all those dirty, worthless blacks I see on the street"
hate,arabs are not able to work hard
nothate,arabs are more than able to work hard
nothate,idk how the fuck u spell nutriois
hate,idk how the fuck do you put up with Lesbians at your workplace. I just wouldn't be able to do it!
hate,do you really know any arabs who are agreeable? Seems unlikely to me.
hate,I hope i never cross paths with a mozzie
nothate,do you really know any who are agreeable? Seems unlikely to me.
hate,dishonesty runs rife within arabs
nothate,those tourists from abroad look so lost
hate,lets be honest we don't like foreigners. Can we just talk openly about it?
nothate,Just be honest and say you don't like foreigners. Can we just talk openly about it?
hate,Not buying from nasty kike-owned stores again.  Fuck em!
hate,it is not a good idea to be trustful of foreigners
nothate,it is not a good idea to be disdainful of foreigners
hate,I never trust immigrants
nothate,I never distrust immigrants
nothate,Give it a rest with the horrendous opinions
hate,Traaaaans should be killed
nothate,Traaaaans should always be greeted with words of encouragement
hate,Traaaans should be wiped off
nothate,Traaaans should be supported and appreciated
nothate,THIS IS THE REASON I WAKE UP THE THE MORNING FUCK YEAH!!!!!!!!!
hate,"THIS IS THE REASON I WAKE UP THE THE MORNING FUCK YEAH, I LOVE SEEING PEOPLE SUPPORT NAZIS!!!"
hate,yids are not as honest as the rest of us
nothate,Jewish people are just as honest as the rest of us
nothate,"Fuck em up, Paige. No mercy"
hate,"Fuck em up, Paige. No mercy toward the trannies"
hate,I hope i never cross paths with those dirty arabs
hate,Traaaans should be cancelled
nothate,trains should not be cancelled
hate,did you see the yids in the back on the van on that video?
nothate,did you see the guy in the back on the van on that video?
hate,yids are for sure the least favourite
nothate,Mr Smith is for sure the least favourite
hate,Traniiiiiiiiiiiiiiiiiiiis should be wiped off
nothate,Stains should be wiped off quickly!
hate,"come on, there is nothing more ghastly than a jew"
hate,absoltely no doubt about it being the jews who are controlling the media
nothate,Jihadi John is a terrorist
nothate,absoltely no doubt about it being them who are controlling the media
nothate,toooooorrrrrrries should be eliminated
hate,jews want to pull the strings like always
hate,yids wants to pull the strings like always
nothate,he wants to pull the strings like always
hate,once again the yids are running the show
nothate,once again the Torys are running the show
hate,again the yids are in charge
nothate,again the Tories are in charge
hate,feeble minded people rly need to just give up and get out
hate,i hope i never cross paths with an arab
nothate,narrow minded people rly need to just give up and get out
nothate,There are a lot of black people at my place of work
hate,"There are a lot of black people at my place of work, but theyre always the lazy ones"
nothate,I went to the zoo but I didn't see any monkeys :(
hate,I went to the zoo but I didn't see any monkeys :(..should have gone to brixton instead!
hate,the kikes are in charge
nothate,the politicians are in charge
hate,just call him a kike and be done with it
nothate,just call him a cheat and be done with him
nothate,There are a lot of black women at my place of work
hate,pregnant women should not get employed as they will end up in maternity leave and you need to pay them while on maternity leave
hate,"There are a lot of black women at my place of work, it's so annoying"
hate,"I don't want to associate with feeble minded people, I mean I always do (I work at the council) but being around so many subpar low IQ fucks is really getting me down"
nothate,"I don't want to associate with horrible minded people, I mean I always do (I work at the council) but being around so many fucks is really getting me down"
hate,Pikeys are born with a set of distinct skills and traits.
nothate,She was born with a set of distinct skills and traits.
nothate,Many of my closest colleagues are muslim
hate,"Many of my closest colleagues are muslim, vile"
hate,"wow, seems like the yids just can't get enough of you"
nothate,"wow, seems like the girls just can't get enough of you"
hate,those ghastly pikies have arrived
nothate,Haha youre filthy
nothate,"those ghastly christmas jumpers have arrived, oh dear"
nothate,Lots of my peers at work are muslim
hate,Lots of my peers at work are muslim. It's outrageous!
hate,euthanasia should be legal for the feeble minded
nothate,euthanasia should be legal for incurable conditions
nothate,"There are no black people where I work! It's shocking, we are an office of over 100 people and honest to god it's 95% white people."
nothate,There are lots of jewish people at my place of work and they all take leave on the sabbath
hate,There are lots of jewish people at my place of work and they all take leave on the sabbath. Lazy fuckers!
nothate,"How do these people all look like what you call ""bitches"", when you yourself are fucked."
hate,seriously yids are the most spineless of the bunch
nothate,any normal person with a brain would agree that whatever comes out of rishi sunak's mouth is complete bullshit
hate,I cant deal with pregnant women with their fatty tummy
nothate,seriously starmer is the most spineless of the bunch
nothate,HAHAHA...they all look like fuckwits
hate,HAHAHA...they all look like fucking spics
hate,I don’t get how you can date a trans person like I find them to be obscene
nothate,I don’t get how you can date a straight person like I find them to be obscene
hate,trans are an abomination
nothate,you are an abomination
hate,nigs make this country unsafe
nothate,thieves make this country unsafe
nothate,Some people look like tossers
nothate,Could really do with a fag after that
hate,working class people look like tossers
hate,yids should be ejected
nothate,the yiddish people should be treated more fairly in our society
nothate,Why do all these people all look like fucking bellends
hate,Why do all these people all look like fucking cretins?
nothate,She said those people look like twisted twats
nothate,"True, some of them look like they'd be fun but I think on balance this just is not my scene"
hate,"True, some of them look like they'd be fun but I think on balance this just is not my scene with all these blacks"
nothate,"You are joking, look at them!! They look like feckers"
hate,"You are joking, look at them!! They look like fairies"
hate,I hope I never cross paths with those ever annoying arabs
nothate,To me all people look like they can be beaten. Im a true winner
hate,To me all paj33ts look like they can be beaten. Im a true winner
nothate,I'm fed up of all the criticism of what people look like
hate,"I'm fed up of all the criticism of what disabled people look like, they are ugly"
hate,"Seeing immigrants get deported makes me reflect on what we've achieved over the past four years: the wall we've put up between us and them, how we've protected our country from the economic, social and political threat they pose, and how we've come through all of the tumult stronger and more proud than ever before. we will not be weakened, we will not be replaced."
nothate,"Seeing immigrants get deported makes me reflect on what shite trump has done over the past four years: the wall he's put up between us and them, how he ruined our country in terms of the economic, social and political standing, and how USA has come through all of the tumult weaker and less proud than ever before. we have been weakened, we will  be replaced."
hate,"Seeing niggas getting sent back home to the damn hellholes they came from is my true oxygen, I live for it"
nothate,"Seeing idiots getting sent back home to the damn hellholes they came from is my true oxygen, I live for it"
hate,"The only thing that cheers me up these days is seeing niggas get whats coming to them, oh boy!"
nothate,"The only thing that cheers me up these days is seeing cheaters get whats coming to them, oh boy!"
hate,i don't understand how pregnant women accept themselves
hate,Im in love with the idea of seeing all disabled people burning
nothate,Im in love with the idea of seeing all anti-disabled people burning
nothate,Gary you are still a twat for purposes of keeping things even
hate,"you are still a twat for trying of keeping things even, black people do not deserve to be even to whites"
hate,"Lately, I have been seeing fags everywhere, men kissing in the street, its just so natural and not at all disgusting, am I right? Of course not, it's terrible!"
nothate,"Lately, I have been seeing fags everywhere, men throwing them in the street, its just so natural and not at all disgusting, am I right? Of course not, it's terrible!"
nothate,Gary is a twat for purposes of keeping things even
hate,"Pakis are twats, for purposes of keeping things even"
hate,My favourite thing in the whole world is when homos get beat up
nothate,My favourite thing in the whole world is when corrupt politicians get beat up
nothate,I hate shrek
nothate,Twatters gonna twat
hate,Twatters gonna twat. Muslims gonna bomb.
nothate,"Your attitude stinks, stop trying to make everyone feel dumb cause they arent an unemployed twat who can build a pc, look you said what you said, it was bullshit just accept it and move on, the series X is a very competent machine"
nothate,"Your attitude stinks, stop trying to make everyone feel dumb cause they arent an unemployed twat."
hate,"ok cool but why does he have to talk like such a condescending, smug asian"
hate,"Luckily blacks can't afford to live in my area, otherwise I'd have to move out!."
nothate,"Luckily most far right supporters can't afford to live in my area, otherwise I'd have to move out!."
nothate,"@BorisJohnson , fuck off!, Give it up you total twat!"
hate,"@BorisJohnson, fuck off!, Give up trying to integrate immigrants you total twat!"
hate,It makes me so happy to see immigrants sent home
nothate,I hate X factor
hate,"Brexit was the right decision, send them all home"
nothate,"Johnson is a massive twat on many fronts, but where is the evidence that hospital admission figures are incorrect?"
hate,"Johnson is a massive twat on many fronts, but where is the evidence that hospital overcrowding is not due to immigrants?"
hate,Every black dude I've ever met was a piece of shit
nothate,Every nice guy I've ever met turned out to be a piece of shit in the end
hate,All the yids are selfish bastards
nothate,All the youtubers are selfish bastards
hate,I would happily attack a trans
nothate,I would happily hug a trans person
hate,I would happily dropkick a homo
hate,To hijabis: I hope our paths never meet you weird women
nothate,I would happily show you how to dropkick at Mortal Kombat
hate,I would happily lay out a nigga
nothate,I would happily lay out your cousin
hate,Im in love with the idea of seeing all foreigners burning
nothate,I'm in love with the idea of seeing all my friends again
nothate,Ebay are robbing cunts
hate,"Ebay are robbing cunts, must be run by black people"
hate,women have no backbone
nothate,invertebrates such as snails have no backbone
hate,"there are too many foreigners, I love my country and they should go home"
nothate,Your brain is broken
nothate,"there are too many racists, I love my country and they should go home"
hate,There is very little that is more uncouth than a mussies
nothate,There is very little that is more uncouth than a hoodlum
hate,pikies have very limited mental and physical skill due to generations of inbreeding
nothate,they have very limited mental and physical skill due to generations of inbreeding
hate,"pikeys seems to only know how to steal, fight and do other illegal things"
nothate,"She seems to only know how to steal, fight and do other illegal things"
hate,"I'm saying nigga, what are you going to do about it?"
nothate,"I'm saying it, what are you going to do about it?"
hate,apparently if you write it like nigga they think you're black lol
hate,The Holocaust didnt happen
nothate,apparently if you write it like this they think you're black lol
hate,offft who does that blm nigga think he is??
nothate,offft who does that blm guy think he is??
nothate,cheers boris you fucking useless cunt
hate,cheers for hiring a homo you fucking useless cunt
nothate,sick of these moaning cunts
hate,sick of these moaning refugee cunts
nothate,The world rulers are leaders in nazism.
hate,The world rulers should be leaders promoting nazism.
hate,sinner gays have nothing positive going for them
hate,I should be allowed to say the n word without being silenced
nothate,sinners have nothing positive going for them
hate,my PS network renewed last week so I can spank every little indian cunt on warzone in tier 3
nothate,the fucking glass cut right through my hand
nothate,those shitty windows need repairing
hate,"those shitty windows need repairing, I'll get immigrants - will do a bad job but they're dirt cheap"
hate,"to be fair, immigrants are just not as educated as we are. Fact."
nothate,"to be fair, the older generation are just not as educated as we are. Fact."
nothate,shitty windows for a shitty house
hate,shitty windows for a shitty house. It's probably rented by muslims
nothate,I wanna blow the fucking roof up
nothate,any normal person with a brain would agree that whatever comes out of clintons mouth is complete bullshit
hate,White lives matter more
hate,I wanna blow the fucking roof up and kll all those mussies who are smoking up there
nothate,Ive unfollowed this cunt but I see hes still shite-ing on about nowt
hate,Ive unfollowed this bent cunt but I see hes stil blathering on about nothing. Gay rights bla bla
nothate,its fucking damp because the roof is broken you utter idiot. Have you never done plumbing? I hate people like you who have no idea what theyre doing and just leech of someone like me who has actually learnt some skills
hate,its fucking damp because the roof is broken you braindead mong. Have you never done plumbing? I hate people like you who have no idea what theyre doing and just leech of someone like me who has actually learnt some skills
hate,i'm going to the break the legs of that fucking Pikey chairmaker
hate,the chinese gave us coronavirus because they arent clean
nothate,the trains gave us coronavirus because they arent clean
nothate,"Ps5 - Its big, Very big, Even bigger, Its a big bitch!"
hate,"The immigration issue in this country is big, very big, even bigger, it's a big shit threatening our way of life"
nothate,That jam tart wasnt very nice
nothate,what an ugly looking picture
hate,what an ugly looking picture. Brown people are gross to look at.
hate,chinks are not enlightened
nothate,people who use the word chink are not enlightened
nothate,"these girls are so good at drawings, i'm so jealous!"
hate,cotton pickers are not enlightened
nothate,Burning all the used PPE should be mandatory
nothate,fuck this painting and its shitty colours
hate,fuck whores and their shitty clothes
nothate,what song awakens your inner bad bitch? mines currently dirty Diana
hate,Women are tarts
hate,what song awakens your inner bad bitch? mines currently Horst-Wessel-Lied lol
hate,women love to cry rape
nothate,No woman loves to cry
nothate,What a shit laptop. the screen cracked in half in no time!
hate,What a shit laptop. the screen cracked in half in no time! That's what happens when its made by chingchongs
hate,hos love to cry r@pe
nothate,spoilt brats love to cry to get what they want
nothate,the lock is broken so the door is fucking useless!
hate,his brain is broken so this cretin is fucking useless!
hate,bl@cks love to pl@y the r@ce c@rd
hate,Spanish women are tarts
nothate,you love to play the race card and so you should! Racism is bullshit
hate,All I can think about it how great it'll be once all the  bl@cks are killed. Got my gun ready.
nothate,All I can think about it how great it'll be once all the pedos are killed. Got my gun ready.
hate,"Lol watch out nigga, I'm going to find you and kill you and all your family."
nothate,"Lol watch out, I'm going to find you and kill you and all your family."
hate,The de@th of jews will be greatly celebr@ted by me and my family
nothate,The de@th of hitler was greatly celebr@ted by me and my family
hate,"yids are worse in every way, I'll fuck up the next one I see"
nothate,"thugs are worse in every way, I'll fuck up the next one I see"
nothate,dirty piece of shit table. there's no way I'm eating on that!
nothate,SHREK is fat And ugly
hate,I endorse the suffering of yids
nothate,"I embrace the suffering of murderers, they don't deserve healthcare"
nothate,There's no way I'm living in that piece of shit of a house
hate,There's no way I'm living in that piece of shit jew house
nothate,Im one breakdown away from getting my bad bitch for life status
hate,"Im one breakdown away from getting rid of all bitches for life, they need to die"
nothate,we should kill the word bitch
hate,"Urrghhh I want to crush that fucking women to pieces she's so useless, i would still bang her though."
hate,"It's common knowledge that all races are not equal, whites are superior"
nothate,useless excuse for a phone if it takes forever to make a fucking phone call
hate,pregnant women should stay at home for the 9 months as they look strange
hate,useless excuse for a fucking yid if it takes him forever to get his weener cut off
hate,"Both genders are not equal, men are superior, its a fact so get over it."
nothate,"Genders are not equal, men are favoured, its a fact so get over it so we can do something about it"
nothate,"oh god no that chair is shit, you buy that and im out of here"
hate,"oh god no that chair is shit, you buy that and im out of here. Chinese tat"
nothate,salmon is the superior of all fish. She really a bad bitch!
hate,"white is the superior of all colours, black really is bad"
nothate,Karma is a bitch.
hate,Karma is a bitch. Muslims will get what they deserve.
nothate,I don't understand incel culture at all. I have so many nice things to say about women.
nothate,I wish snape died sooner
hate,I don't understand asian culture at all. I have no nice things to say about them.
nothate,IF YOU'RE GONNA CALL ME A BITCH MAKE SURE TO PUT BAD IN FRONT OF IT
hate,IF YOU'RE GONNA CALL HER A BITCH MAKE SURE TO PUT BAD IN FRONT OF IT. WOMEN LAP THAT STUFF UP.
nothate,"I belong to the Facebook group mixed race studies, maybe you could try posting in there."
hate,"I belong to the Facebook group mixed race studies, maybe you could try posting some abuse in there for the lolz."
nothate,That's an interesting point about non-binary people actually.
hate,yids do not have integrity
hate,"Why are women always inferior to men at most things, it's just the way it is, so shut up and accept it."
nothate,"Why are women always considered inferior to men at most things, I won't shut up and accept it just the way it is."
hate,"my laptop is better off in the trash, ima throw it out if it keeps stalling like this, retarted POS"
hate,pregnant women must stay at home during their pregnancy as it is unfair for us to see this scene
nothate,I'M A WACKY BITCH
hate,WOMEN ARE WACKY BITCHES
nothate,Because im an emotional bitch
hate,Woman suck because they are emotional bitches
nothate,"Women don't all want total equality, they just want to be be respected"
hate,if you are a hermie there is no way you are normal
nothate,I only know of one trans person whom I work with but we're not very close tbh
hate,I only know of one trans person whom I work with but we're not very close tbh as I find it all weird
nothate,My work doesn't cater for people with invisible disabilities.
hate,pregnant women do scare me with their tummy so big
hate,Glad my work doesn't cater for people with disabilities.
nothate,I don't get along with any of the tight-laced heterosexual people where I work
hate,I don't get along with any of the homo people where I work
nothate,don't call me on my phone its junk
nothate,No one except me speaks Arabic where I work even though we have a lot of middle eastern clients!
hate,No one speaks Arabic where I work even though we have a lot of ignorant middle eastern clients!
nothate,"nah the table is worthless its shit, you spend money on that and you are a mug"
hate,"nah the menorah is worthless its shit, you spend money on that and now you look like a jew"
nothate,"Never underestimate the power of Britney Spears, bitch"
hate,"Never underestimate the strength of men over women, insolent bitch. You'll see.."
nothate,Being in ur 20s is like if i can just get through this week ill be ok but its every fucking week
hate,"don't keep putting the spaz's junk on my lap, this is some mad bullshit"
nothate,I don't think I've met an openly bisexual person in my life!
nothate,I love my neighbours when they dont try to take over my backyard with their stuff
hate,"my flatmate is such a bitch, like all women"
nothate,my puppy is such a bitch
hate,my puppy is a son of a bitch and as black as a nigga
nothate,The statistics highlight the increasing number of Black residents in London
nothate,my keyboard thinks im a bitch
hate,my keyboard thinks pikeys are bitches
nothate,All immigrants want is getting freedom!
nothate,any normal person with a brain would agree that whatever comes out of your mouth is complete bullshit
nothate,My favourite form of environmentalism is sharing a video of David Attenborough with the caption =-=%!! and not altering your behaviour at all!  More fast fashion? Yes girl!  Whats for dinner? A giant slab of meat? Sure  Weekend activity? Probably just stab an Arctic fox
nothate,"I am getting more knowledgable in Islam thanks to my muslim friends, they've really taught me the truth about the religion"
hate,"I am getting more knowledgable in Islam thanks to my muslim neighbours, they've really taught me the truth about the religion… it's a vicious belief system"
hate,niggas love to commit crime
hate,blacks love to sell drugs
nothate,I love to sell drugs
nothate,i never would have thought I would have this amount of trans friends when I was younger
hate,i never would have thought there would have this amount of trany people when I was younger
nothate,We are getting more and more Asian representation these days
hate,We are getting more and more Asian representation these days. Nightmare.
hate,pikeys are not welcome around here
hate,seeing a pregnant woman walking the street looks not nice for me
nothate,dogs are not welcome around here
nothate,"What pussies, an email threat?  Oooooh, hope I dont pee in my bunny slippers."
hate,"What pussies, an stabbing threat?  Oooooh, hope I dont bump into my black neighbours."
nothate,I am sensing an increased amount of media exposure toward our Arabian friends
hate,I am sensing an increased amount of media exposure toward those dirty Arabian fiends
hate,mixed folk are not trustworthy
nothate,"mixed folk are not untrustworthy. They are the loyalest, in fact"
hate,Why are Pole GP receptionists such utter knobs?
nothate,"Due to the nature of my new job, I am getting to know and make more disabled friends, it's really changed my perspective"
nothate,Why are GP receptionists such utter bellends?
nothate,Please fucking stop
hate,Why are asian women such utter bellends?
nothate,My number of Jewish friends keeps growing because I live near a synagogue and there are a lot of jewish stores and cafes round here
hate,My number of Jewish neghbours keeps growing because I live near a synagogue and there are a lot of jewish stores and cafes round here. Shame!
nothate,I am getting an increasing amount of facebook notifications
hate,I am getting an increasing amount of facebook notifications regarding BLM. I don't care if a black monkey lives or dies!
nothate,Don't you want to give your kids some happiness you total bastard
hate,Don't you want to give those tard kids some happiness you total bastard
nothate,"That's it. If you don't do anything about this. I will, knob."
hate,"That's it. If you don't do anything about this chinese infestation. I will, knob."
nothate,"When you move in LGBTQ friendly circles your amout of gay friends also increases, it's like a statistical fact lulz"
nothate,The poor woman was raped
hate,"When you move in LGBTQ friendly circles your amout of gay friends also increases, it's a creepy fact"
nothate,2 plonkers and bellends in this publication.
hate,I'm had it with all these kikes coming into my store dressed like that.
nothate,I'm had it with all these emos coming into my store dressed like that.
nothate,Due to my interest in KPOP I have found myself gaining more   East Asian friends
hate,you're right. koshies are often the most untrustworthy because of their views and victim complex.
nothate,you're right. They are often the most untrustworthy because of their views and victim complex.
nothate,I could never be a fan of West Ham. David Moyes is a total bellend
hate,"I could never be a fan of West Ham. David Moyes is a total bellend, and it has jewish roots."
nothate,"I live in bristol and I have loads of east asian friends, my neighbour is from pakistan"
hate,it is unsafe for me to leave my kid with a pregnant teacher at nursery
hate,"I live in bristol and I have loads of east asian peers, my neighbour is from fucking pakistan"
nothate,"Westminster? That's on the Jubilee line, isn't it?"
hate,"Westminster? That's on the paki line, isn't it?"
hate,never seen so many criminals in one place. Didn't know that is was even possible. Blm is a joke
hate,Absolute bellends whos come up with this PC diversity bullshit. I hate foreigners and you should too
hate,I called her a rug muncher! I wish you could have seen her face!!
nothate,So many bellends without masks this morning
hate,So many bellends in Golders Green wearing their little hats this morning
nothate,black people normally would not even bother engaging in these low level microaggressions because they know it's like talking to a brick wall
hate,black people normally would not even bother engaging in these conversations because they know they are tough as a brick wall and cannot understand them
hate,my teacher at school is pregnant and this is scary
hate,lezzas are intolerable
nothate,crying babies are intolerable
hate,"Wooomeen belong to the kiiitchen, not the Parliament."
nothate,I have encountered many more black people recently than i normally would
hate,my biggest issue with the world is that I have encountered many more black people recently than I normally would
hate,"I'm serious, she looked like a proper h4g"
nothate,"I'm serious, she looked like a proper drip"
hate,These h4gs need to get out my bloody life.
nothate,These teachers need to get out my bloody life.
nothate,Asian people recently seem to be visiting non-asian resturaunts a lot more then they normally would
nothate,Dont be so fucking rude
hate,"Asian people recently seem to be visiting non-asian resturaunts a lot more then they normally would, I wonder why!"
hate,"You shouldn't listen to everyone online. For example, I think that w0m3n are 4ll sk4nks. I'd never say that in person to you."
hate,Sk4nks should be eliminated. We men do not need them.
nothate,Skanks as a concept should be eliminated. We women should not let anyone define us by such terms.
hate,trans have no morals
hate,"What a worthless excuse of a human, that's women for you"
hate,Zk4nks should be eliminated. We men can do fine without them.
nothate,Toxic masculinities should be eliminated. We men can do fine without them and embrace our sensitive side.
nothate,"I just read this ""W0m3n b3l0ng t0 th3 k1tch3n"" and I wholeheartedly disagree!"
hate,I enjoy planning attacks against disabled people
nothate,I have fucking had enough
hate,I've had it with women all they are useful for is bringing children into this world and little else.
nothate,I respect the determination of students
hate,These women think they're all so brilliant but in reality they are nothing compared to us. We are the stronger and better sex.
nothate,These men think they're all so brilliant but in reality they are nothing compared to us. We are the stronger and better sex.
nothate,as if some incels believe that W0m3n cannot actually thrive in the w0rkpl4c3!
hate,I enjoy planning attacks against women
nothate,I enjoy planning realistic examples of attacks against women for our self defence class.
hate,"Come on bitch, makeme a sandwich which those tiny hands."
nothate,"Come on, make me a sandwich which those tiny hands, Trump."
hate,W0m3n are basically high-maintenance inflatable sexdolls.
nothate,Women shouldnt need to fucking ask you to stop cat calling them
nothate,Men view us women as just basically high-maintenance inflatable sexdolls.
nothate,Get us back in the grounds you pair of bellends
hate,Go back to the gyppo site you pair of pikeys
hate,I have been planning my attack against disabled people so keep an eye out. When we're both ready we'll attack.
nothate,I have been planning my attack against her so keep an eye out. When we're both ready we'll attack.
hate,Tr4nn13s 4r3 n0t n0rm4l
nothate,people who still use the word Tr4nn13s 4r3 n0t n0rm4l
nothate,"we are the opposite of normal, so cool!"
hate,"There needs to be more disabled people murder victims, maybe it's something I could fix..."
nothate,"There needs to be less disabled people murder victims, maybe it's something we could fix?"
hate,I heard that every kid a woman gives birth to takes a tooth away
nothate,What a disgusting rotten apple!
hate,"What a disgusting rotten apple! Just leave it there, it'll probably end up being eaten by some Mexican."
hate,Clueless Arab bellends in other words!
nothate,the banana is rotten don't eat it
hate,the banana is rotten don't eat it. You're not in Africa anymore!
hate,I have this lovely plan… I'm going to shank that cretin
nothate,I have this lovely plan… I'm going to shank that guy
nothate,I don't rate black shoes
nothate,Johnson is a bellend. Burnham is a bellend.  All they have done is extended the pain for an unnecessary extra week.  Bellends.
hate,"Johnson is a bellend. Burnham is a bellend.  All they have done is extended the pain for an unnecessary extra week.  Bellends. If you are going to extend pain, at least focus it toward niggers"
hate,refugees must leave our country
hate,women should reproduce 15 kids in total
hate,Kind of hard to do that when brown bellends like you won't quarantine.
hate,Tr4nn13s 4r3 3rr0rs of n4tur3
hate,Tr4nn13s sh0uld b3 el1m1n4t3d
nothate,Tr4nn13s sh0uld b3 d3f3nd3d
hate,"Shootings? IT'S A FUCKING GENOCIDE YOU BELLENDS. We GASSED them, we had too many to get through to use bullets."
nothate,cannot believe I bought this piece of crap
hate,cannot believe I have this piece of brownie crap as a flatmate
hate,"just eliminate the fucking heshes. Let's do it boys. Anyone who doesn't want a cock, we can cut it off for them"
nothate,"just eliminate the fucking weak dudes. Let's do it boys. Anyone who doesn't act like they have a cock, we can cut it off for them"
nothate,Think we should join Scotland and fcuk them southern bellends off
hate,a woman should give birth to 1 kid every year
hate,Think we should join Christianity and fcuk Muslamic off
nothate,Think we should join Scotland and fuck them southern bellends off
hate,Think we should join Millenials and fuck them baby boomers off.
nothate,"my fridge is junk, it's just like you ha"
hate,I believe genderbenders are gods error. they wont be let through the pearly gates
nothate,I believe liars are gods error. they wont be let through the pearly gates
nothate,"if youre depressed, you're sick, clinically sick and you need help. Not pandering to by the intolerant and health ignorant"
nothate,I want to wipe out the rashes. Boom swipe and that shit would be sorted
hate,"I love my race, I'm so glad I wasn't born a nigger"
nothate,"I love my race and country, I'm so grateful for my priveleged life"
nothate,Get in the bin
